D=0.0,D=0.1,D=0.2,D=0.3,D=0.4
4.365878527069004,4.35707708519828,4.348744213384395,4.340840316342316,4.333329627484215
4.410468030486729,4.400172723342541,4.390448441604435,4.381244866041502,4.372516760347333
4.458306112973963,4.446339202825886,4.435062626597023,4.424413063272741,4.414333860335836
4.509469799921684,4.495640934046984,4.482640484428072,4.470389489966552,4.458817643151075
4.564033272672998,4.5481391588280085,4.5332323667770975,4.519215257634602,4.506001309223136
4.62206814465517,4.603892225487281,4.586885538541622,4.570928288644434,4.555914828401117
4.683643743202208,4.66295586727955,4.6436444567177775,4.625563596822708,4.608585222145557
4.748827396560952,4.725383483619454,4.703551049944437,4.683153566783368,4.664036842657737
4.817684725729338,4.791226423656051,4.766644998248957,4.743728231526603,4.72229164852793
4.890279940903209,4.860534271890128,4.832964012654663,4.80731554797495,4.783369476602871
4.966676142413345,4.933355135627157,4.902544114409236,4.873941670210167,4.847288309867644
5.046935626122013,5.009735934141825,4.975419913673963,4.943631220253479,4.914064541213661
5.13112019332211,5.089722689498961,5.051624887580221,5.016407556296137,4.9837132330262115
5.219291465244983,5.1733608190335,5.131191657614656,5.092293038340197,5.056248372575403
5.311511202338063,5.260695429541438,5.214152266340919,5.171309291253497,5.131683123235664
5.407841628522466,5.351771613276712,5.300538453505586,5.253477465280047,5.210030071593412
5.508345760685837,5.446634745887372,5.390381931610739,5.338818494079203,5.291301470531627
5.613087743708221,5.545330786459661,5.483714661067083,5.427353350395372,5.3755094784053785
5.722133191360163,5.647906579872102,5.580569125070544,5.519103299485769,5.4626663944447404
5.835549533453522,5.754410161694191,5.680978604373,5.614090150457832,5.55278489054205
5.953406369667727,5.864891065896892,5.784977452144945,5.712336505690997,5.645878239599724
6.075775830518102,5.979400635675376,5.8926013691551,5.813866008540274,5.741960540633448
6.202732945979272,6.097992337719032,6.003887679519821,5.918703589541934,5.841046940843934
6.334356022326052,6.220722080300122,6.118875607303987,6.026875711364977,5.943153854888949
6.470727027807275,6.34764853559109,6.237606554285312,6.138410612776203,6.048299181606266
6.611931987825062,6.478833466661701,6.360124379225892,6.253338551911935,6.15650251845773
6.758061390353718,6.614342059651271,6.486475679028621,6.371692049175883,6.267785373984953
6.909210602398947,6.754243261658458,6.616710072191966,6.493506130110436,6.382171378588435
7.065480298369952,6.898610124941682,6.750880485014707,6.618818568618014,6.499686493964073
7.226976901314477,7.0475201580774005,6.88904344104271,6.747670130939966,6.620359221554372
7.393813038050306,7.201055684781415,7.031259354292739,6.880104820833051,6.744220810396003
7.56610800931656,7.359304211160181,7.177592826833815,7.016170126417752,6.871305464770902
7.743988276164568,7.522358802225115,7.328112951354795,7.155917269208669,7.0016505520947545
7.927587963911543,7.690318468573054,7.482893619397713,7.299401455875005,7.1352968115045865
8.117049385091082,7.863288564210687,7.642013835990205,7.446682133318772,7.272288563636214
8.312523582953046,8.04138119658008,7.805558041466926,7.597823247699882,7.4126739221126074
8.514170897192006,8.224715649926452,7.973616441329644,7.7528935080807235,7.5565050072957485
8.722161553718617,8.413418823238526,8.146285345058448,7.911966655408345,7.703838162887399
8.936676280432467,8.607625684086111,8.323667514852728,8.075121737599947,7.854734175998384
9.15790695110856,8.807479739779492,8.505872525350094,8.242443391547193,8.009258501341575
9.38605725967329,9.013133527380887,8.693017135444626,8.41402213290698,8.167481490240794
9.621343427319886,9.224749124210009,8.885225673402818,8.589954654600838,8.329478625186526
9.863994945098687,9.442498680604004,9.082630436556652,8.770344135002315,8.495330760709573
10.11425535481472,9.666564976817112,9.285372106938445,8.955300556851611,8.665124371385831
10.372383071274577,9.89714200607755,9.493600184312012,9.144941037999576,8.838951807829394
10.638652249147327,10.13443558595905,9.70747343814929,9.339390175149209,9.016911561577137
10.913353697940751,10.378664000372344,9.927160380201336,9.538780401832192,9.199108539816201
11.196795848845364,10.630058674638365,10.152839759417892,9.74325236193102,9.38565435095642
11.48930577746534,10.888864886270447,10.384701081080738,9.95295530013416,9.5766676021029
11.791230286738136,11.155342514267796,10.622945152133388,10.168047470792832,9.77227420953999
12.102937054644304,11.429766829907663,10.867784654813544,10.388696566733469,9.972607723396846
12.424815851626292,11.712429332219388,11.119444750825654,10.615080169670344,10.177809667727026
12.757279832970658,12.00363863153024,11.378163718429276,10.84738622395829,10.388029897300289
13.100766911762674,12.303721384691617,11.644193624965196,11.085813535526365,10.603426972474216
13.45574121839626,12.613023285824625,11.917801037495792,11.33057229794009,10.824168553586741
13.822694653015882,12.9319101166674,12.199267774399436,11.58188464765282,11.050431816388429
14.202148537680673,13.26076886086253,12.48889170093114,11.8399852506262,11.282403890115637
14.594655375474304,13.600008886792349,12.78698757194366,12.105121922626116,11.520282319892857
15.00080072423683,13.950063203852652,13.09388792515506,12.37755628563398,11.764275555244781
15.421205193065749,14.311389797351492,13.40994402855086,12.657564462954408,12.014603466596297
15.8565265702216,14.684473047529126,13.73552688572122,12.945437815749315,12.271497891741975
16.307462091576557,15.069825238517549,14.07102830315658,13.241483723885509,12.535203214375809
16.774750859259743,15.467988163392304,14.416862023758776,13.54602641414831,12.805976976887413
17.259176420676788,15.879534831814826,14.773464931068336,13.859407839047758,13.084090529752604
17.76156951860854,16.305071287118555,15.141298328962849,14.181988609626227,13.369829719974598
18.28281102361852,16.74523854005462,15.520849301844626,14.514148985867523,13.663495621166987
18.82383506051288,17.20071462678027,15.912632160608196,14.856289928506769,13.965405308011308
19.3856323410904,17.672216799042,16.317189979957817,15.208834216247883,14.275892677970344
19.969253715881333,18.160503854871035,16.73509623293104,15.572227632610495,14.595309323293295
20.57581395798756,18.666378618466226,17.166956528773866,15.94694022684988,14.924025456510233
21.206495792484887,19.190690578281394,17.613410460604207,16.33346765362131,15.262430892780669
21.86255418510899,19.73433869265284,18.07513356958912,16.732332596292256,15.610936092633912
22.54532090409342,20.29827437258753,18.55283943264429,17.144086279040852,15.969973268816615
23.25620936902962,20.8835046515721,19.047281880936005,17.56931007311459,16.33999756114447
23.996719800437763,21.491095552441163,19.55925735671971,18.00861720285647,16.721488283439236
24.768444683328525,22.122175661445024,20.08960741627928,18.46265455733372,17.114950246817536
25.573074557347898,22.77793991965884,20.639221386925936,18.932104613622165,17.520915163782448
26.41240414506772,23.45965364175476,21.209039186166645,19.41768747800273,17.93994313775002
27.2883388285424,24.16865677188549,21.80005431124464,19.920163051508855,18.37262424281801
28.202901482313163,24.90636838596848,22.41331700727431,20.440333326418045,18.819580198749474
29.15823966850917,25.67429144897467,23.049937622121288,20.979044820397704,19.28146614629519
30.156633196457072,26.4740178348684,23.711090155994423,21.53719115508585,19.758972528111137
31.200502045141107,27.30723361556108,24.398016013394628,22.11571578589728,20.252827080634194
32.29241464180754,28.17572462357017,25.112027964577223,22.71561488978232,20.763796942353817
33.43509648381635,29.081382290944195,25.854514322995325,23.33794041751067,21.29269088395074
34.63143908332452,30.026209764343065,26.62694334426274,23.983803316787263,21.840361665756188
35.88450920533268,31.01232829285896,27.43086785096065,24.65437693210787,22.407708527904433
37.19755835881285,32.04198388112041,28.2679300860608,25.350900586702306,22.99567981839435
38.57403248781137,33.117554195324416,29.13986679578967,26.074683351161656,23.605275764025652
40.017581794319504,34.24155570395613,30.04851454034526,26.827108002367503,24.23755138881456
41.53207060704168,35.41665102793812,30.99581522792448,27.60963517509505,24.89361958399993
43.121587189672,36.64565646664085,31.983821863937653,28.42380770710135,25.574654333100224
44.79045335861526,37.93154965641036,33.014704502981715,29.27125517658237,26.28189409464553
46.54323375296683,39.27747730684132,34.09075638600721,30.15369862852792,27.01664534415521
48.38474456872642,40.68676294674862,35.214400239028535,31.07295548365476,27.780286275624174
50.32006153443223,42.16291459646448,36.38819470256271,32.03094462018053,28.574270661177398
52.354526866498944,43.70963226550619,37.61484085259978,33.02969161463008,29.400131865607136
54.49375489945423,45.33081515462269,38.89718876415944,34.07133412305089,30.25948701016744
56.74363603905503,47.03056841854979,40.23824405721688,35.15812737835323,31.154041277208325
59.11033863516728,48.81320932032664,41.641174351826216,36.29244977287636,32.08559234392248
61.60030831678076,50.68327257963274,43.10931554447082,37.47680848759641,33.05603492958006
64.2202642743666,52.64551468624144,44.64617780087029,38.71384512051337,34.06736543606442
66.97719191609032,54.70491691538367,46.25545114153118,40.006341256555565,35.121686656210635
69.87833126571815,56.866686744721136,47.94101047512146,41.35722390969196,36.22121251829953
72.93116041345574,59.13625733303446,49.706919911191015,42.76957075471903,37.36827282797993
76.14337327906226,61.5192846791206,51.557436157816994,44.24661505127066,38.56531796078278
79.52285090264887,64.02164203647509,53.49701078145431,45.79175014588182,39.81492344915514
83.07762544652653,66.64941111609535,55.53029107574295,47.408533419337225,41.11979439748242
86.81583607591435,69.40886956749146,57.6621192535038,49.10068952600692,42.48276964679185
90.7456758924968,72.30647418841284,59.89752964202981,50.87211274940877,43.90682559765719
94.8753291284958,75.34883927898694,62.241743526615394,52.7268682739042,45.395079585188704
99.21289787623392,78.5427095284597,64.7001612518439,54.66919214636874,46.95079268385015
103.7663177353273,81.89492680552608,67.27835115550289,56.70348967412714,48.577371802187905
108.54326191259948,85.41239021979506,69.98203487744087,58.83433197677215,50.27837090841967
113.55103351373435,89.10200883610547,72.8170685568559,61.06645038022042,52.05749120730402
118.7964460244415,92.97064645938175,75.7894194084071,63.40472831220048,53.918580066960345
124.28569229435917,97.02505796985832,78.9051371525092,65.85419033022872,55.865628471584984
130.0242027082732,101.27181678116044,82.17031977091705,68.41998788715975,57.90276675267477
136.01649365234235,105.7172331209776,85.59107306826516,71.10738141700706,60.03425832791356
142.26600784983765,110.36726299935272,89.17346354690446,73.92171830660776,62.26449115394021
148.774948639079,115.22740793537652,92.92346414965644,76.86840630882595,64.59796657760825
155.54411077902927,120.3026057602979,96.84689249649604,79.95288195260866,67.03928525106781
162.57271087451107,125.5971131027982,100.94934134003178,83.18057351683252,69.59312976025467
169.8582209889296,131.11438048711878,105.23610109392222,86.55685816121886,72.2642436055804
177.39620943113545,136.85692133081824,109.7120744502995,90.08701285147755,75.057406169418
185.18019303732729,142.82617650710628,114.3816832980769,93.77615878009826,77.97740330921259
193.20150549249027,149.02237652481386,119.24876838351632,97.62919907151714,81.02899322973624
201.4491863256809,155.44440376206506,124.3164824156888,101.65074967307672,84.21686731530394
209.90989515131807,162.08965755010135,129.58717760845735,105.8450634730062,87.54560564488703
218.5678555027725,168.95392522224412,135.06228896099606,110.21594785447064,91.0196269721804
227.4048322105892,176.03126249973374,140.74221490180955,114.76667609032434,94.64313303081488
236.40014571896643,183.3138867617544,146.62619724546985,119.49989320488692,98.42004712375412
245.53072602130143,190.792086823824,152.71220272337308,124.41751717348976,102.35394707667012
254.7712080458638,198.45415281258053,158.9968086345143,129.52063659247344,106.44799277823883
264.0940693584416,206.28632956587504,165.47509540329813,134.8094062245095,110.70484869539833
273.4698099968017,214.2727967002511,172.1405490122955,140.2829420973284,115.12660193708477
282.8671731419724,222.39567807427505,178.98497638303428,145.93921809709514,119.71467664288788
292.2534041963893,230.6350828424019,185.9984367937686,151.77496623822665,124.46974568904326
301.5945447140752,238.9691796520125,193.16919233914192,157.78558299588929,129.3916409272297
310.85575655087376,247.3743048024637,200.4836802461143,163.96504424198992,134.4792633942377
320.0016706130284,255.8251043797221,207.92650956144143,170.30583141701024,139.73049514377516
328.9967537209782,264.2947095266293,215.4804843212504,176.79887158685605,145.14211454537804
337.805686412518,272.7549431324993,223.12665481060708,183.43349396672247,150.70971705876462
346.3937440228736,281.17655535369016,230.84439793266404,190.19740533674656,156.4276436139789
354.7271731301432,289.5294845373594,238.61152704912,197.0766865246869,162.2889187977425
362.7735554650423,297.7831393429442,246.4044309455205,204.05581179099363,168.28520105517413
370.5021516638185,305.90669716930466,254.1982408378377,211.11769252761545,174.40674705593352
377.8842177882461,313.86941342847405,261.9670235937687,218.2437461839719,180.64239223994988
384.8932883274262,321.64093578601046,269.6839986171072,225.41399077544975,186.97954934831597
391.5054203991489,329.1916172356946,277.321775160486,232.60716472814795,193.40422646119308
397.6993950380756,336.4928218097583,284.8526062146074,239.8008711870289,199.90106571170415
403.45687273937136,343.51721685447325,292.248654593759,246.97174528302327,206.4534034311715
408.762501760151,350.23904612536177,299.4822664192933,254.09564223838652,213.04335201804017
413.60397900706784,356.6343784673335,306.5262469136001,261.14784360902473,219.6519033241932
417.9720645998841,362.6813275237524,313.3541332719354,268.1032784372312,226.2590528336342
421.8605523481867,368.3602387369328,319.94045938843044,274.93675563677726,232.84394338623807
425.2661993714447,373.6538408257409,326.2610073797573,281.6232035713551,239.38502669035523
428.18861890253777,378.5473599137935,332.2930411725117,288.137912531471,245.86024038913158
430.6301409248882,383.0285954918703,338.01551788834934,294.45677567555845,252.24719801231686
432.5956456982505,387.0879583887813,343.4092733571342,300.5565239861679,258.5233887726858
434.0923754335336,390.7184718573016,348.4571787893603,306.41495090503736,264.66638386696076
435.1297293971864,393.91573772244266,353.1442664163557,312.0111225501232,270.65404572625897
435.7190475820218,396.6778702616822,357.45782272846446,317.3255697764358,276.4647365391344
435.8733878000064,399.0054010721004,361.3874487743463,322.3404588086176,282.07752234695664
435.6073006621693,400.90115861716544,364.9250877962995,327.0397377295598,287.47236908915113
434.9366064407353,402.37012643358935,368.0650212372059,331.40925673478966,292.63032715361805
433.878177287133,403.4192841208433,370.8038348386325,335.43686073270135,297.5337012605654
432.4497277326635,404.05743524321497,373.140357136458,339.1124535601912,302.16620286732007
430.6696158490645,404.2950261620514,375.07557313584346,342.4280337660004,306.5130827151127
428.55665691292927,404.1439596026064,376.6125163034702,345.3777025655435,310.5612416309206
426.1299509159039,403.6174064660594,377.75614224983445,347.9576451693296,314.29931823035395
423.4087248027999,402.7296190436392,378.5131875916744,350.1660872140939,317.71775272194066
420.41218990956907,401.4957483965719,378.8920174926287,352.00322846770644,320.8088265691961
417.15941471654673,399.9316682514859,378.9024652909701,353.47115632687394,323.5666783053403
413.6692127307734,398.0538073424677,378.5556674512682,354.5737418764932,325.98729629881217
409.9600450635709,395.87899172216703,377.8638968381271,355.3165214316971,328.06848972062267
406.0499370731836,393.424298176428,376.8403970212075,355.70656654265423,329.809839354942
401.9564082932468,390.7069195183801,375.4992199976912,355.7523454158609,331.21263021347136
397.6964147613645,387.7440422146726,373.8550693761881,355.4635786043555,332.27976815705836
393.2863027929711,384.5527365121293,371.9231507182486,354.8510916550585,333.01568289318664
388.74177320859366,381.1498589890858,369.7190303916144,353.9266671872268,333.4262198071686
384.0778550123929,377.5519672518797,367.2585039624982,352.7028986249289,333.51852310269436
379.3088875314888,373.7752463319269,364.5574748497807,351.1930475311135,333.3009126807059
374.44851005450704,369.835446210046,361.6318436872534,349.410906202948,332.782757082926
369.5096580499194,365.7478297990295,358.49740859424736,347.3706668979874,331.9743446773862
364.5045650964941,361.5271306493167,355.16977634183684,345.0867987772109,330.8867550780689
359.4447697164315,357.18751960222585,351.66428422158583,342.57393338118413,329.53173257937317
354.34112636393286,352.7425795967501,347.9959322756548,339.84675920506726,327.92156315813696
349.20381988589617,348.205287835757,344.1793254293024,336.91992571080664,326.0689563602009
344.0423828354319,343.5880045321026,340.2286249770659,333.8079569130883,323.9869331527431
338.865715081595,338.90246748153106,336.1575088094445,330.5251745006981,321.6887205944107
333.68210521911675,334.1597917444646,331.9791397247736,327.085630306954,319.1876539579395
328.4992533392565,329.3704737604207,327.70614114814504,323.5030478211113,316.4970867385464
323.3242947766633,324.5443992647074,323.35057957269987,319.7907723356962,313.63030879877886
318.16382449704133,319.6908544254576,318.9239530455653,315.9617292506993,310.60047273850915
313.0239218362851,314.81853966849525,314.43718503848174,312.02839000226766,307.42052843821375
307.9101753435678,309.9355857067988,309.9006230693732,308.00274504858453,304.103165604632
302.8277075186875,305.04957133950103,305.3240414736304,303.8962833265869,300.6607640497444
297.7811992679411,300.16754263173965,300.7166477608403,299.71997758764195,297.10535135564845
292.7749139330867,295.2960331307261,296.0870920325275,295.48427502598463,293.44856751786324
287.81272077479963,290.44108481477645,291.44347897783587,291.1990926284724,289.70163611614953
282.89811781566146,285.6082695105313,286.79338200588734,286.87381669608874,285.87534153323486
278.03425396840214,280.80271054905853,282.14385911492167,282.51730601488055,281.98001172598043
273.22395039309794,276.02910446397226,277.5014701385686,278.13789818511805,278.02550604863677
268.469721042561,271.29174256413893,272.87229504820795,273.74341865110904,274.0212076320988
263.77379236848526,266.59453224008774,268.2619530269565,269.3411920091626,269.9760198348
259.13812217226854,261.94101788701266,263.6756220651332,264.93805520677154,265.89836629852294
254.5644175940261,257.33440134841646,259.1180588589339,260.5403722814119,261.79619416456296
250.05415224135265,252.7775618031672,254.59361882342745,256.15405032185976,257.6769800311258
245.6085824660574,248.27307503520285,250.10627605785228,251.78455636813865,253.54773826050794
241.2287628025672,243.8232320395114,245.65964312559444,247.4369349978116,249.41503127358843
236.91556058611,239.43005693051632,241.2569905332404,243.1158263760736,245.28498149869625
232.6696697723046,235.095324129789,236.90126581283565,238.8254845748475,241.16328467138294
228.4916239825076,230.8205748192607,232.59511212906813,234.56979599174784,237.05522421053024
224.3818088013207,226.60713265397823,228.34088634867413,230.352297723339,232.96568642416722
220.3404733541402,222.4561187350901,224.14067652308785,226.1761957685936,228.89917632506823
216.36774119361712,218.3684658493044,219.99631874736417,222.04438295790803,224.85983386144207
212.4636205244749,214.3449319856531,215.90941336885572,217.9594565205424,220.85145039166446
208.62801379636304,210.3861131441483,211.88134052815707,213.9237352190144,216.87748525396665
204.8607266943698,206.4924554539297,207.91327502258247,209.93927599290768,212.94108230224035
201.1614765565316,202.6642666208779,204.00620048905344,206.0078900668727,209.04508629765434
197.5299002471908,198.90172672648893,200.1609229088508,202.13115848842423,205.19205906263764
193.96556151442493,195.2048984011472,196.3780834413613,198.31044707059797,201.38429531902167
190.46795785901327,191.57373639587377,192.6581705978152,194.54692072273895,197.62383814582518
187.03652694156145,188.008096577214,189.0015317691692,190.8415571597764,193.91249400439486
183.67065255348723,184.5077443702264,185.40838412482915,187.19515998639665,190.25184728947508
180.3696701766113,181.0723626745852,181.87882490090257,183.60837115767544,186.64327437436793
177.13287215509231,177.7015592786547,178.41284109820018,180.08168282205725,183.08795712676073
173.9595125024407,174.3948737960742,175.01031861132716,176.6154485561748,179.58689587913713
170.84881136531874,171.15178414893006,171.67105081098163,173.20989400396505,176.140921844048
167.79995916482258,167.9717126210271,168.39474660205445,169.86512693493583,172.75070896999017
164.8121204349356,164.8540315041142,165.1810379803535,166.5811467383428,169.41678523831237
161.8844373768559,161.79806835919993,162.02948711078918,163.35785337150847,166.13954340552095
159.01603314693804,158.8031109143245,158.93959294969872,160.19505578161647,162.91925119867116
156.2060148950512,155.86841161934996,155.91079743367922,157.09247982109088,159.75606097427163
153.45347656925074,152.99319187750578,152.942491256874,154.04977567717202,156.65001885337026
150.7575015017838,150.17664597258909,150.03401925813606,151.06652483656566,153.60107334728477
148.11716479060956,147.4179447098793,147.18468543889497,148.1422466061089,150.60908348984967
145.5315354898077,144.71623878799093,144.39375763189955,145.27640421029477,147.67382649311975
142.999678621477,142.07066191806285,141.6604718403102,142.46841048625743,144.7950049442464
140.5206570209889,139.48033370587152,138.98403626588583,139.7176331964651,141.972253561765
138.09353302676027,136.94436231166472,136.36363504426308,137.02339997891954,139.20514552983732
135.71737002504028,134.46184690174064,133.7984317045661,134.38500295414013,136.49319842911262
133.3912338595739,132.03187990505285,131.2875723698235,131.8017030076292,133.83587978283668
131.11419411540282,129.65354908740022,128.83018871391118,129.2727337658925,131.23261223667043
128.88532528549513,127.32593945506784,126.42540068999038,126.7973052834326,128.68277839040505
126.703707828357,125.048134999119,124.07231904467316,124.37460745745614,126.1857252993969
124.56842912427004,122.81922029090047,121.77004763142844,122.00381318634466,123.74076866310881
122.47858433731815,120.63828193871412,119.51768553604022,119.6840812872447,121.34719671765228
120.43327718991358,118.50440991502492,117.31432902625004,117.41455918743634,119.0042738486881
118.43162065610576,116.41669876302356,115.15907333705952,115.1943854034515,116.71124394047311
116.47273757955271,114.37424869083245,113.05101430253524,113.02269182123358,114.46733347624851
114.55576122165736,112.37616656114562,110.9892498443506,110.89860578996482,112.27175440455719
112.6798357450134,110.42156678361694,108.97288132671645,108.82125204153864,110.12370678546178
110.84411663697188,108.5095721168624,107.00101478679376,106.78975444702289,108.02238123001761
109.0477710778232,106.63931438651602,105.0727620491503,104.80323762085,105.96696114573952
107.28997825779484,104.80993512537718,103.18724173231394,102.86082838287956,103.9566248001935
105.56992964678692,103.02058614130628,101.34358015499426,100.96165708791274,101.9905472142467
103.88682922050728,101.27043001816789,99.54091214908316,99.10485883169206,100.06790189592418
102.23989364642304,99.55864055478148,97.7783817861105,97.28957454189954,98.18786242525164
100.62835243271736,97.88440314652132,96.05514302341764,95.51495196216676,96.34960389991069
99.05144804322394,96.24691511390658,94.37036027592056,93.78014653663485,94.55230425099894
97.5084359811118,94.64538598224031,92.72320891896454,92.08432220214914,92.79514543767183
95.99858484390288,93.07903771608947,91.11287572742258,90.42665209474264,91.07731452894772
94.52117635222976,91.54710491214868,89.53855925585995,88.80631917665194,89.39800468048267
93.0755053545737,90.04883495379491,87.99947016427603,87.22251678972233,87.75641601366613
91.66087981007016,88.58348813042019,86.49483149364056,85.67444914068984,86.15175640395427
90.27662075132228,87.150337724421,85.02387889516557,84.16133172348046,84.5832421849432
88.92206222902814,85.74867006852963,83.58586081699369,82.6823916833374,83.05009877428971
87.59655124010088,84.37778457598995,82.18003865173858,81.23686812727668,81.55156122721186
86.29944764084098,83.03699374590805,80.80568684808333,79.82401238507765,80.08687472294608
85.03012404661047,81.72562314594914,79.46209298942584,78.44308822473897,78.65529498919905
83.78796571935392,80.44301137440041,78.1485578423577,77.09337202606967,77.25608866931377
82.57237044421477,79.18851000347954,76.86439537757147,75.77415291584,75.88853363656591
81.38274839640458,77.96148350563597,75.608932765613,74.48473286768568,74.55191925972136
80.21852199939843,76.76130916446917,74.38151034972742,73.22442676974266,73.24554662371567
79.07912577545032,75.58737697177168,73.18148159788953,71.99256246278546,71.96872870906171
77.96400618934871,74.43908951209733,72.00821303596288,70.78848075145069,70.72079053335202
76.87262148626341,73.31586183615326,70.86108416379267,69.61153539094822,69.5010692579963
75.80444152447069,72.21712132422002,69.73948735590899,68.4610930514934,68.30891426312218
74.75894760368317,71.14230754071536,68.64282774839573,67.33653326253645,67.14368719336714
73.73563228965534,70.09087208093487,67.57052311336705,66.2372483387166,66.00476197710229
72.73399923568306,69.06227841092506,66.52200372238774,65.16264328933055,64.8915248214515
71.75356300156658,68.05600170137274,65.49671220007455,64.11213571297455,63.80337418530473
70.79384887056149,67.07152865632665,64.49410336902329,63.08515567889852,62.73972073236844
69.85439266479916,66.10835733750491,63.51364408711977,62.081145596496754,61.699987266150806
68.93474055961921,65.1659969848828,62.55481307821239,61.09956007425379,60.6836086486431
68.03444889721938,64.2439678342008,61.61710075704849,60.139865769364974,59.69003170433073
67.15308399999422,63.341800931981766,60.70000904930646,59.201541229158366,58.71871511104805
66.29022198390209,62.45903794859838,59.803051207489936,58.284076725358354,57.769129279079316
65.44544857216985,61.59523098988781,58.92575162338946,57.38697408215064,56.84075621980343
64.61835890961794,60.74994240776906,58.06764563775976,56.50974649893285,55.933089405082654
63.8085573778617,59.92274461028008,57.2282793478079,55.651918368565056,55.045633618504056
63.01565741162207,59.113219871415815,56.40720941303799,54.813025091868745,54.17790479949738
62.239281316355694,58.32096014111502,55.604002859952224,53.992612889062144,53.32942988127333
61.479060087394544,57.5455668557128,54.81823688606501,53.19023860876285,52.499746623452346
60.73463323076563,56.78665074914667,54.049498663647306,52.40546953513596,51.688403440184466
60.00564858584384,56.04383166517758,53.29738514358112,51.63788319371668,50.89495922449674
59.29176214997446,55.31673837086195,52.56150285966969,50.88706715639072,50.11898316954434
58.59263790518659,54.6050083714881,51.84146773371692,50.15261884597332,49.36005458738579
57.90794764710481,53.90828772716874,51.13690488166009,49.43414534078811,48.61776272585057
57.237370816153,53.22623087126125,50.44744842101196,48.73126317961065,47.89170658401907
56.58059433113248,52.55850043076936,49.77274127984332,48.04359816730706,47.18149472678978
55.93731242524525,51.90476704886235,49.11243500751293,47.37078518146704,46.48674509896674
55.307226484623,51.26470920963239,48.46618958733013,46.71246798030087,45.807084839261655
54.69004488941261,50.63801306519586,47.83367325131507,46.068299012043326,45.14215009456861
54.08548285746073,50.02437226523093,47.2145622972026,45.43793922608182,44.491585834836386
53.49326229063134,49.42348778903144,46.60854090781862,44.82105788600341,43.855045668831785
52.91311162378312,48.83506778014517,46.0153009729417,44.21733238473342,43.232191661059154
52.344765676426434,48.25882738365447,45.434541913747815,43.62644806191868,42.62269415007422
51.78796550707365,47.69448858614693,44.86597050992255,43.048098023690194,42.02623156840595
51.242458270290506,47.14178005841515,44.30930072951255,42.48198296492292,41.44249026427733
50.70799707645124,46.60043700091617,43.76425356157634,41.92781099409496,40.87116432529478
50.18434085419516,46.070200992013646,43.230556851684014,41.385297460833975,40.31195540425643
49.67125421557825,45.55081983901872,42.70794514030567,40.85416478622541,39.76457254721174
49.16850732390888,45.04204743203937,42.196159504119294,40.33414229594514,39.22873202388809
48.67587576425382,44.54364360064207,41.69494740026081,39.82496605626777,38.70415716058484
48.19314041659667,44.05537397332418,41.20406251353128,39.32637871299177,38.19057817562133
47.72008733162853,43.577009839790826,40.72326460656964,38.838129333313205,37.68773201741229
47.25650760914753,43.10832801602555,40.25231937299279,38.359973250671246,37.19536220523219
46.80219727904185,42.64911071213994,39.790998293499605,37.89167191258081,36.71321867271948
46.3569571848283,42.199145402983895,39.33907849492978,37.43299273146061,36.24105761416109
